,TextDescription,Severity,EncodedSeverity
529,The products in org.eclipse.platform.releng.tychoeclipsebuilder all have corrupt licenses,normal,4
531,Update avatar for the eclipse-theia org,normal,4
532,Linux Tools rpmcreaterepo tests failing in gerrit,normal,4
533,[test] JavaCorePreferenceModifyListenerTest doesn't work as an AbstractJavaModelTest,normal,4
534,Replace activator in org.eclipse.equinox.p2.garbagecollector with tracing functionality,normal,4
535,Improve activator startup time of org.eclipse.emf.common,normal,4
536,Eclipe 2019-06 (4.12.0)- eclipse.org.equinox.p2.core.provisionexception,major,2
537,ci.eclipse.org/xtext (JIRO) extra slow,normal,4
539,Fix files that have ended up with CRLF in the git repository,normal,4
540,Add .ignore files for bin folders of example projects,normal,4
543,"""Download repository index on startup""  cant be switched off",major,2
544,HandlerUtil.getActiveMenuSelection not working in scenario with two context menus,normal,4
545,Please build the localbuild.xml as part of an incremental build too,normal,4
547,Please don't set this org.eclipse.jdt.core.compiler.problem.forbiddenReference=error,normal,4
548,Please don't include org.eclipse.m2e.core.maven2Nature,normal,4
549,Please set incompatible_api_component_version=Warning,normal,4
550,ExecutionError while opening the Plug-in menu spy,normal,4
551,Please export the org.eclipse.pde.internal.build.tasks package,normal,4
553,Create additional repository for che4z,normal,4
554,org.eclipse.equinox.supplement has incorrect version for package org.eclipse.equinox.log,normal,4
557,OpenJ9: Script approval(s) for test autoGen job,normal,4
558,[cds] j9 shared classes impl checks for zip entry before checking cache,normal,4
559,[GTK] Right-click > Rename from Project Explorer non-functional when starting with only hidden projects,major,2
560,[qvtr2qvts] Wrong top relation head,normal,4
561,[eclipse.pde.ui] Snapshot build fails,normal,4
562,Release Mylyn Docs 3.0.35,normal,4
563,MOXY maven dependencies are broken,normal,4
564,[ui] Diagrams should be openable for non-critical validation issues,normal,4
565,[ui] Add initial transition in diagrams automatically,normal,4
567,[console] IOConsolePartitioner produces overlapping style ranges,minor,3
568,StackOverflowError with transitive dependency,normal,4
569,Fix style range override in TextConsoleViewer,minor,3
571,spring xml validation always failed,normal,4
572,issue with new way encoding,normal,4
573,"[Designer, C++] Centralize context information and make API ""safer""",normal,4
574,BinaryMethod.getSourceRange may select wrong range for overloaded method,normal,4
575,[otdre] Recent JDK doesn't like attempts to weave into certain system classes,normal,4
576,Migrate EPP to consistently use EPL 2.0 and SUA 2.0,normal,4
577,Flaky download of build products,normal,4
578,"Please don't use absolute URLs for child location attributes, e.g., not in 2019-09",normal,4
579,Unexpected runtime error while computing a text hover,normal,4
580,"Download page tells visitors to ""Install your favorite desktop IDE packages.""",minor,3
581,Design View Error,normal,4
582,Website incoherent about number of Eclipse IDE-s (singular or plural),normal,4
583,Fix regressions at Java 12,normal,4
585,[ui] Remove maven support,normal,4
586,Remove support for gnuplot data logging,normal,4
587,/home/kumr/.eclipse/org.eclipse.platform_3.8_155965261/configuration/1567396565213.log,normal,4
588,Cheat Sheets for Hello World application is wrong,major,2
589,Issue with board manager for esp32,normal,4
590,Some keybindings do not work after split editor,normal,4
591,Improve performance in InjectorImpl,normal,4
592,Improve org.eclipse.osgi.framework.util.CaseInsensitiveDictionaryMap.CaseInsensitiveKey.hashCode(),normal,4
593,Improve ConfigApplier#refreshPackages performance,normal,4
594,`Open With` in Project Explorer doesn't work if target editor in an external Flatpak,normal,4
595,The /org.eclipse.equinox.executable.feature/feature.xml should specify a provider,normal,4
596,[Win32] Link can't be read by NVDA with tab for a second time,normal,4
597,Eclipse 4.13 prerequisites for RC2: EMF,normal,4
598,Improve readability of CSS code around ViewCSSImpl#getComputedStyle,normal,4
599,"[content assist] Content assist ""substring"" with type names no longer works",normal,4
600,Deprecate the use of org.eclipse.emfforms.common.Property<T>,normal,4
601,Missing Counter(prescaler and offset) on RunnableCall entry created inside a Task,normal,4
602,[Releng] 2019-12 traceability,normal,4
603,[Table][Toolsmiths] Papyrus must provide a toolsmiths to register easily an existing tableconfiguration file into an existing architecture file,normal,4
604,I don't have access to IPZilla,normal,4
605,Extendable Footer actions for the Dialog(Opal),normal,4
606,@since Annotation is not always generated at the end of a comment,normal,4
607,Cache ViewCSSImpl#getComputedStyle,normal,4
608,FilterService.sortFilters is called too often,normal,4
609,Refactoring preview does not correctly render,normal,4
610,OSSRH network issues,normal,4
611,Device properties are set too late during deployment,normal,4
612,[Zoom] Need password reset for tools_meeting,normal,4
613,Content-assist not working,normal,4
614,LocationTech repo is down (7/2/2019),normal,4
615,JIPP for atl,normal,4
616,Refine JavaDoc for Dialog.shortenText,normal,4
617,Enhanced for each loop conversion creates wrong compilable code since 4.13M3,blocker,0
619,Specify hardened runtime for Mac app signing,normal,4
620,Debug variables hover does not show value of primitive fields of outer class,normal,4
621,the Checkbox button should also be possible on the MessageArea,normal,4
622,Sign Mac native libraries,normal,4
623,[CDO] Save As action doesn't work in a CDO environment,normal,4
626,CDO importer and migrator must add the org.eclipse.emf.cdo.edit dependency to the generated edit plugin,normal,4
627,Launching RCP via the existing launch config doesn't pick up latest source,normal,4
629,Install Java 13 release candidate,normal,4
630,Import plugins as source from target doesn't import api nature.,normal,4
631,[13] Remove disclaimers from BETA_JAVA13 branch,normal,4
632,Remove disclaimers from JDT Debug code base and merge Beta branch to Master,normal,4
633,?d at end of update site causes downloaded artifacts to be broken,normal,4
634,IllegalArgumentException in PlatformLogWriter.convertRawEntryToStatus,normal,4
635,empty window after copying a file,minor,3
636,Staging view freezes on commit (NPE in AbstractTextEditor$TextEditorSavable.isDirty),normal,4
637,JDK path not updated in maven-toolchains.xml,blocker,0
638,"There is this ""unknown character"" displayed in the Project Explorer after running JUnit.",minor,3
639,Remove unsed CSSSWTHTMLEngineImpl.java,normal,4
640,JIPP for chemclipse,normal,4
641,ClassCastException during load time weaving: InstructionHandle cannot be cast to BranchHandle,normal,4
642,"Unable to use serial connection with parity=none using some Windows drivers, usbser.sys for example",blocker,0
643,Set OPC UA Data Subscriptions Publishing Intervals,normal,4
644,SerialPort.read1() should not be blocking,normal,4
645,[release] tools.shellwax 0.1.0,normal,4
646,Eclipse workbench fails to restart with AdoptOpenJDK,normal,4
647,SerialPort.open0() leaks memory,major,2
648,[release] tools.dartboard 0.1.0,normal,4
649,[release] technology.packaging.mpc 1.8.0,normal,4
650,Intermittent VerifyError due to incorrectly computed stack map (underlying cause: duplicate resolved types in the weaver World),normal,4
651,[release] technology.nebula.nattable 1.6.0,normal,4
652,OpenJ9: Need KNOWN_HOSTS global variable defined,normal,4
653,Possible to keep Teams GH feature after theia repo move?,normal,4
654,Use HashMap in ManifestElement instead of HashTable,normal,4
656,Remove invalid Solution Listings (2019),normal,4
657,Comparator errors in I20190903-1110,normal,4
658,Archived projects' code repository no longer browsable,normal,4
659,Remove PMF from the Simultaneous Release,normal,4
660,[Win32] Wrong focus highlight with multi-link SysLink and mnemonics,normal,4
661,Change banner on eclipse.org to ECE,normal,4
662,[Win32] Cannot cycle in Link widget when it is the only widget,minor,3
663,[Win32] Screen reader have problems with Link containing multiple links,normal,4
664,[otdre] IllegalAccessError on JDK 12 on Jenkins,normal,4
665,EclipseLink is incompatible with JPMS,normal,4
666,Build failure in I20190903-1800,normal,4
667,Data Retention Policy - Eclipse Vorto,normal,4
668,[Win32] NVDA will read drop down item twice,normal,4
669,Convert to enhanced for loop results in NPE,major,2
670,Update Welcome screen icon to something fitting to a welcome screen,normal,4
671,JavaBuilder fails with NullPointerException,normal,4
672,Improve performance of ModuleContainer and ModulClassLoader,normal,4
674,Most archive releases are not available,normal,4
675,Blank line before dropdown action in view on Fedora,normal,4
676,[GTK] Getter methods of DateTime returns wrong (old) date and time values when fields changed by keyboard,normal,4
677,[GTK] Cache Pattern.compile in Display,normal,4
678,Deployment to MicroProfile repo (repo.eclipse.org) fails on Jiro JIPP,normal,4
679,Unable to run tests when path contains spaces,blocker,0
680,Cleanup action create UI freezes > 300 seconds,normal,4
681,Job reschedule fails after cancellation,normal,4
682,OpenJ9 Website/Doc: Can't clone the website & docs on the new infra,major,2
683,Generated code causes java.lang.reflect.GenericSignatureFormatError,normal,4
684,Replace EGit Early Startup action with OSGi service,normal,4
685,[release] tools.linuxtools 7.4.0,normal,4
686,getAdapter in WorkbenchPart should use generics as its RCP counterpart does,normal,4
687,Shorten perspective switcher text,normal,4
688,perspectiveExtensions::hiddenToolBarItem hides toolbar item in non target perspectives,normal,4
689,openssl tools (s_client/s_server) for Californium - default-agent-5ff5n / interoperability tests,normal,4
690,[terminate] technology.oscano,normal,4
691,[14] JEP 359 : Records (Preview) Grammar Changes,normal,4
692,Typo: Eclipse ECD Charter,normal,4
693,Eclipse does not switch to C/C++ perspective on creation of a new C/C++ Project,normal,4
694,Indexer problem: file with the same name includes other file where folder name of the included file ends with the name of the folder of the including file,normal,4
696,Crash on exit when Systemtrays are unsupported,normal,4
697,EcoreGenerator should not have to come after anything in workflow,normal,4
698,Key binding popup doesn't show sequence,normal,4
699,Delete remote branches,normal,4
700,Unable to create gerrit in platform repo,blocker,0
701,Declare 4.13 RC2,normal,4
702,Prep work for 4.14 and open master for development,normal,4
703,Create parent pom and target sdk deployment jobs for 4.14,normal,4
704,Create new test jobs for 4.14,normal,4
705,Configure SWT build scripts for 4.14,normal,4
706,Need a new temporary splash screen for 4.14,normal,4
707,Create 4.14-I-builds repo,normal,4
708,POM and product version change for 4.14 release,normal,4
709,Update Comparator repo and eclipse run repo to 4.14-I-builds repo,normal,4
710,Update product version number to 4.14 across build scripts,normal,4
711,[13] Template for Switch case expression needs an update,normal,4
