bugID,TextDescription,cl,pd,co,rp,OS,bs,rs,Priority,Severity
125251,VOLKSVERDUMMUNG,Application,Writer,editing,All,All,UNCONFIRMED,,P3,Normal
125252,Spellchecker flagging every word as misspelled.,Application,Writer,editing,PC,Windows 7,CLOSED,DUPLICATE,P3,Major
125253,Scrolls right when scrolling left on magic mouse.,Application,Calc,ui,Mac,"Mac OS X, all",UNCONFIRMED,,P3,Normal
125254,"[SVG] Parent's style not found, when defined in a style element, AOO hangs in some cases",Application,Draw,open-import,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125255,Unexpectedly quits,Application,Installation,update notifications,Mac,OS X 10.9,CONFIRMED,,P3,Normal
125256,ODT document with many userfields opens slow,Application,Writer,open-import,All,All,CONFIRMED,,P3,Normal
125257,"Supplementary Multilingual Plane selection in menù Insert, Special Characters",Code,Internationalization,ui,All,All,UNCONFIRMED,,P3,Normal
125258,[SVG] svg node does not consider styles from a style element,Application,Draw,open-import,All,Windows 7,CLOSED,FIXED,P3,Normal
125259,[SVG] inherit style from rule in style element makes AOO freeze,Application,Draw,open-import,PC,Windows 7,CLOSED,FIXED,P3,Normal
125260,Toolbars will not remember view settings if closed while not docked.,Code,General,ui,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Minor
125261,Limited set of fields and field features in Impress/Draw,Application,Draw,code,All,All,CLOSED,DUPLICATE,P3,Normal
125262,Dictionaries updates right after installation,Code,General,code,All,All,CLOSED,FIXED,P3,Normal
125264,Add language support for Valencian RACV (ca_XR),Code,Internationalization,i18npool,All,All,CLOSED,FIXED,P3,Normal
125265,Add Valencian RACV (ca_XR) language to OpenOffice 4.1.1,NLC,Native-Lang,ca-XR,All,All,CLOSED,FIXED,P3,Normal
125267,"Saves odt files with pictures incorrectly, specifically fills content.xml with draw frame repeats.",Application,Writer,save-export,All,"Linux, all",UNCONFIRMED,,P3,Normal
125268,not open file docx,Application,Writer,open-import,All,All,CONFIRMED,,P3,Normal
125269,Font Styles are limited to 16 styles per family,Code,General,ui,All,All,UNCONFIRMED,,P3,Normal
125270,Fonts show up wrong by opening a Word document ( 4.1.0 Mac ),Code,General,ui,All,All,CLOSED,OBSOLETE,P3,Normal
125271,Add Catalan (Valencian) (ca_XV) language to OpenOffice 4.1.1,Code,Internationalization,i18npool,All,All,CLOSED,FIXED,P3,Normal
125272,Bundle Catalan (ca) dictionary in OpenOffice 4.1.1,NLC,Native-Lang,ca,All,All,CLOSED,FIXED,P3,Normal
125273,Installation Issues,Application,Installation,update notifications,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125274,Bundle Catalan (Valencian) (ca-XV) dictionary in OpenOffice 4.1.1,NLC,Native-Lang,ca-XV,All,All,CLOSED,FIXED,P3,Normal
125275,cant instal,Application,Installation,ui,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125276,"Writer ""hangs"" when applying default formatting to one paragraph on attached document",Application,Writer,editing,All,Linux 64-bit,CLOSED,DUPLICATE,P3,Major
125277,Export Selected object as SVG exports the whole document,Application,Draw,save-export,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
125278,"Input field is not asseccible, if it is empty",Application,Writer,editing,PC,Windows 7,CONFIRMED,,P3,Major
125279,View > Field names (Ctrl+F9) should work for input fields too,Application,Writer,editing,All,All,CONFIRMED,,P3,Normal
125280,Crashes,Code,General,accessibility,PC,Windows 7,UNCONFIRMED,,P3,Major
125281,Simple variable input field not usable in read only mode,Application,Writer,ui,PC,Windows 7,CONFIRMED,,P3,Major
125282,"After pasting new tekst, also remain previosu text",Application,Writer,editing,All,Windows 7,CONFIRMED,,P3,Normal
125283,Failed retrieving documents.,Code,General,accessibility,PC,Windows 7,UNCONFIRMED,,P3,Normal
125284,RTL text pasted into LTR doc is impossible to edit,Application,Writer,editing,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125285,Bundle Catalan (Valencian) (ca-XR) dictionary in OpenOffice 4.1.1,NLC,Native-Lang,ca-XR,All,All,CLOSED,FIXED,P3,Normal
125286,Unintentionally Copy&Paste on all sheets,Application,Calc,programming,Mac,OS X 10.9,UNCONFIRMED,,P3,Normal
125287,WMF text drawn not correct,Code,General,code,All,All,CONFIRMED,,P3,Normal
125288,"add support for ""Text figures"", or Old Style numbers in formatting",Application,Writer,formatting,All,All,CONFIRMED,,P3,Normal
125289,URL of linked PNG images wrong after save when automatic save has taken place,Application,Draw,save-export,All,All,CLOSED,FIXED,P3,Normal
125290,Linked SVG image embedded after save when automatic save has taken place,Application,Draw,save-export,All,All,CLOSED,FIXED,P3,Normal
125291,Conditional formatting is limited to editing 3 conditions even if more are defined in ODS,Application,Calc,formatting,All,All,CLOSED,DUPLICATE,P3,Normal
125292,[SVG] style element is not used for tspan element,Application,Draw,code,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
125293,"[SVG] In text the font-family and fill is dropped, when additional stroke is applied",Application,Draw,code,PC,Windows 7,CLOSED,FIXED,P3,Normal
125294,Bad date data transfer from Excel CSV report,Application,Calc,formatting,PC,Windows 7,UNCONFIRMED,,P3,Normal
125295,When creating a new label,Application,Writer,formatting,Mac,"Mac OS X, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125296,conditional hidden paragraph does not update after textfield changes value,Application,Writer,editing,All,All,CLOSED,FIXED,P3,Major
125298,Deleted content re-appears when printing,Code,General,ui,All,"Linux, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125299,buildbot version 411 r1611634 crashes on attached document,Application,Writer,open-import,PC,Windows 7,CLOSED,FIXED,P3,Major
125300,cropping + scaling image in writer results in a blue rectangle,Application,Writer,printing,All,All,CLOSED,FIXED,P3,Normal
125302,OO crashes with no diagnostics on xls file open,Application,Calc,open-import,All,Windows 7,CONFIRMED,,P3,Normal
125305,All documents are saving incorrectly to an unknown format,Code,General,ui,PC,Windows XP,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125306,Sorting not stable from Basic macro,Application,Calc,programming,All,All,CONFIRMED,,P3,Normal
125307,OpenOffice crashes every time I use it,Application,Calc,editing,PC,Windows Vista,UNCONFIRMED,,P3,Normal
125309,Mail Merge using the API ignores the printer name set with css.view.XPrintable or the document's settings,Application,Writer,printing,All,All,CONFIRMED,,P3,Normal
125310,"Set default language to UK English, spell check keep using US English",Code,General,spell checking,All,"Windows, all",UNCONFIRMED,,P3,Minor
125311,Sticky numbering -bulleting,Application,Writer,editing,All,Windows 7,UNCONFIRMED,,P3,Normal
125312,Obsolete Direct Cursor in Help System,Code,General,help,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Minor
125313,Testing portable version of AOO 4.1,Unclassified,QA,testscripts,Other,"Linux, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125314,Fuzzy text rendering under OS X,Application,Writer,viewing,Mac,Mac OS X 10.7,UNCONFIRMED,,P3,Normal
125315,1209,Application,Base,code,All,All,CLOSED,NOT_AN_OOO_ISSUE,P5 (lowest),Trivial
125316,Writer does not accept CSS box model for paragraphs,Application,Writer,formatting,PC,Windows 7,UNCONFIRMED,,P3,Normal
125317,paragraph margins do not work together with sections,Application,Writer,formatting,PC,Windows 7,UNCONFIRMED,,P3,Normal
125318,Space is inserted when you copy and paste the characters between the sign.,Application,Writer,editing,All,All,CONFIRMED,,P3,Normal
125319,Spell Check not picking up all errors,Application,Writer,editing,PC,"Windows 8, 8.1",CLOSED,DUPLICATE,P3,Normal
125320,Copying and pasting from a numbered list with formatting different from the default changes the formatting,Application,Writer,formatting,PC,"Windows, all",CONFIRMED,,P3,Normal
125321,"[SVG] The property ""visibility"" is not supported",Application,Draw,code,PC,Windows 7,UNCONFIRMED,,P3,Normal
125322,UnoControlGrid horizontal scrollbar does not scroll to the last column,Unclassified,App Dev,api,All,All,CONFIRMED,,P3,Normal
125323,Keep ratio option for pictures lost at save,Application,Writer,save-export,All,All,CONFIRMED,,P3,Normal
125324,Comments,Application,Writer,formatting,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125325,[SVG] Cannot handle style sheet comments,Application,Draw,code,PC,Windows 7,CLOSED,FIXED,P3,Normal
125326,[SVG] Missing type attribute of style element does not get default value,Application,Draw,code,PC,Windows 7,RESOLVED,FIXED,P3,Normal
125327,Comments improvement,Application,Writer,editing,All,All,UNCONFIRMED,,P3,Normal
125328,Multiple Crashes,Application,Writer,editing,PC,"Windows, all",UNCONFIRMED,,P3,Major
125329,[SVG] The selector * is not read,Application,Draw,formatting,PC,Windows 7,REOPENED,,P3,Normal
125330,"[SVG] The attribute value ""inherit"" is not honored",Application,Draw,formatting,PC,Windows 7,UNCONFIRMED,,P3,Normal
125331,Spanish language Pack & ES Full Install decimal point issue with Mexico Locale,Application,Base,code,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125332,"[SVG] css is case insensitive, svg is case sensitive",Application,Draw,formatting,PC,Windows 7,CLOSED,FIXED,P4,Minor
125333,Can not open a PDF file,Application,Writer,viewing,PC,Windows Vista,UNCONFIRMED,,P3,Normal
125334,bundled dictionaries should be up to date on release,Application,Installation,update notifications,PC,Windows 7,CLOSED,FIXED,P3,Normal
125335,Update Hebrew (he) translation from Pootle,NLC,Native-Lang,he,All,All,RESOLVED,FIXED,P3,Major
125336,Page Numbering WAY TOO COMPLICATED!,Application,Writer,editing,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125338,[SVG] Filter Effects are not imported,Application,Draw,open-import,All,All,CONFIRMED,,P3,Normal
125339,Scrolling with touchpad has problem,Code,General,ui,Mac,OS X 10.9,CLOSED,DUPLICATE,P3,Normal
125340,"registrymodifications.xcu file - starts as 17 kBytes, grows to 500 kBytes",Code,General,ui,PC,Windows 7,UNCONFIRMED,,P3,Normal
125341,AutoSpellCheck fails entire document except words added to dictionary,Application,Writer,editing,PC,Windows Vista,CLOSED,DUPLICATE,P3,Normal
125342,automatic color (on white background) isn't black on Linux,Code,General,ui,PC,"Linux, all",CONFIRMED,,P3,Normal
125343,excell xlsx contents of cells duplicated within the cell,Application,Calc,open-import,PC,Windows 7,UNCONFIRMED,,P3,Normal
125344,Preview in Gallery is bad for small svg graphics,Application,Draw,viewing,PC,Windows 7,UNCONFIRMED,,P3,Normal
125345,Constant crashes,Application,Writer,editing,PC,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Critical
125346,search,Application,Calc,ui,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125347,font size drop down is not getting highlighted at the first click,Application,Writer,printing,PC,Windows 7,UNCONFIRMED,,P3,Minor
125348,Sidebar switches to inches instead of centimetres,Code,General,ui,PC,"Linux, all",CONFIRMED,,P3,Normal
125349,"convert from svg to metafile drops element totally, if point outside viewBox",Application,Draw,editing,PC,Windows 7,RESOLVED,FIXED,P3,Normal
125350,The table in this short document does not display,Application,Writer,open-import,All,All,CONFIRMED,,P3,Normal
125351,Bullets change when saving document in MS Word,Application,Writer,save-export,PC,Windows XP,UNCONFIRMED,,P3,Normal
125353,faute d'orthographe,Application,Writer,editing,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125354,Background fill color not working for selected regions,Application,Writer,editing,All,Windows 7,CONFIRMED,,P3,Normal
125355,Checking for too many Accessible children in parallel seems to bring the accessibility api in a dead lock,Unclassified,App Dev,api,PC,Windows 7,UNCONFIRMED,,P3,Normal
125356,its better to have a pop up for editing when some text is selected,Application,Writer,viewing,All,All,UNCONFIRMED,,P3,Trivial
125358,coping a same image more than one time is tedious,Application,Writer,printing,All,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125359,PDF Export crashes for Source Han Sans / Noto CJK fonts,Code,General,code,All,All,RESOLVED,FIXED,P3,Major
125360,Request Apache Open Office Install package is signed with an Apple Developer ID,Application,Installation,ui,Mac,"Mac OS X, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125361,configure shouldn't require gcc to use gnu ld on Solaris,Code,Build Tools,configure,PC,Solaris,UNCONFIRMED,,P3,Normal
125362,OpenOffice build system should support Solaris/GCC platform,Code,Build Tools,solenv,Other,Solaris,UNCONFIRMED,,P3,Normal
125363,Configure script should have option to specify boost path,Code,Build Tools,configure,All,All,UNCONFIRMED,,P3,Normal
125364,While linking gcc-compiled scalc on Solaris some symbols are hidden,Code,Build Tools,GNU make,All,All,UNCONFIRMED,,P3,Normal
125365,"When gcc is used on Solaris, some symbols from mapfiles are not defined",Code,Build Tools,solenv,Other,Solaris,UNCONFIRMED,,P3,Normal
125367,Versions contain the same content and are NOT read only,Application,Writer,save-export,PC,Windows 7,CONFIRMED,,P3,Major
125372,icu can't be build with gcc on Solaris,Code,Build Tools,external prerequisites,Other,Solaris,CLOSED,OBSOLETE,P3,Normal
125374,Zoom in page preview using ctrl+mouse wheel do not work,Application,Writer,viewing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
125375,Dicollecte extension for French orthography cannot be activated,Unclassified,App Dev,scripting,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125378,Selected bullet type does not have initial focus in Bullets dialogue,Application,Impress,ui,PC,Linux 64-bit,CONFIRMED,,P3,Normal
125379,Bullet format does not copy/paste,Application,Impress,ui,All,All,CONFIRMED,,P3,Normal
125380,"Google search reveals PDF ""calc tutorial"" which appears to have bad formatting",Infrastructure,Infrastructure,Documentation,All,All,CLOSED,OBSOLETE,P3,Normal
125381,Tab/Shift+Tab key do not work on slide 1 in Normal View,Application,Impress,editing,PC,Linux 64-bit,UNCONFIRMED,,P3,Normal
125382,"Onscreen Dropshadow on colored text is wrongly the identical color, hence blurry and ineffectual (major). Worked previously as black shadow in Writer and Calc.",Application,Writer,formatting,All,OS X 10.8,CLOSED,DUPLICATE,P3,Major
125383,Doing an undo on a paste in a bullet list causes the whole bullet item to be highlighted,Application,Writer,formatting,All,All,CONFIRMED,,P3,Normal
125384,Graphics lost on prints and pdf,Application,Writer,printing,PC,"Windows 8, 8.1",CONFIRMED,,P3,Normal
125387,Mosaic effect picture insert,Application,Impress,editing,All,All,CLOSED,FIXED,P3,Minor
125388,spread sheet,Application,Base,help,PC,"Windows, all",CLOSED,IRREPRODUCIBLE,P3,Major
125389,Crash when scrolling (heavy use of form fields),Application,Writer,ui,Mac,OS X 10.9,CLOSED,IRREPRODUCIBLE,P3,Normal
125390,"After adding a name, make OK the default choice",Application,Calc,editing,All,All,UNCONFIRMED,,P3,Normal
125391,The textbox object's location changes after importing the sample file,Application,Writer,open-import,All,All,RESOLVED,FIXED,P3,Minor
125393,Print Preview needs much more time than in AOO 4.0.1,Application,Writer,viewing,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
125394,WONT SAVE AND CLOSE IN CALC,Application,Calc,save-export,PC,Windows XP,CLOSED,OBSOLETE,P3,Major
125395,Draw Functions - Arrows rotate after re-opening file.,Application,Calc,formatting,PC,Windows XP,UNCONFIRMED,,P3,Normal
125396,error message 1335 file openoffice1.cab is corrupt,Application,Installation,code,PC,"Windows, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Major
125397,Cannot access any address books,Application,Base,code,All,All,CLOSED,DUPLICATE,P3,Normal
125398,Animation is not have in libre office,Application,Writer,code,PC,"Windows 8, 8.1",UNCONFIRMED,,P3,Normal
125399,auto animation preview is absent in the case of apache office,Application,Writer,code,PC,"Windows 8, 8.1",UNCONFIRMED,,P3,Normal
125400,CJK numbering ordered list fallback to Arabic numerals,Application,Writer,open-import,All,All,RESOLVED,FIXED,P3,Normal
125401,In open office we will not get an instant preview on the slide page if we want to see the preview we want to click on the slide  to see it,Application,Impress,viewing,PC,"Windows 8, 8.1",UNCONFIRMED,,P3,Normal
125402,DOC-file saved and edited for a few minutes shows Total Editing Time as 574:11:08,Application,Writer,save-export,PC,Windows XP,UNCONFIRMED,,P3,Normal
125404,Document window is being replaced when Find&Replace dialog is open,Code,General,ui,PC,"Linux, all",UNCONFIRMED,,P3,Normal
125406,dictionary,Application,Writer,editing,PC,Windows XP,CLOSED,DUPLICATE,P3,Major
125407,Writer stall/crash on reformatting a paragraph,Application,Writer,editing,PC,All,CLOSED,DUPLICATE,P3,Normal
